Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
i2,Herbivore,Male,0.88,49.76,33.7,2.88,1.54,0.95,0.37,0.21,0.62,0.03
f2,Herbivore,Male,0.88,49.76,33.7,2.88,1.54,0.95,0.37,0.21,0.62,0.03
j2,Herbivore,Male,0.88,45.22,33.7,2.88,1.54,0.95,0.37,0.21,0.62,0.03
k2,Herbivore,Male,0.88,45.22,33.7,2.88,1.54,2.32,0.37,0.21,0.62,0.03
g2,Herbivore,Male,0.88,54.49,33.7,2.88,1.54,2.32,0.37,0.21,0.62,0.03
l2,Herbivore,Male,0.88,24.46,33.7,2.88,1.54,2.32,0.37,0.21,0.62,0.03
i2,Herbivore,Male,0.88,24.46,33.7,2.88,1.54,1.41,0.37,0.56,0.62,0.03
h2,Herbivore,Male,0.93,24.46,33.7,1.59,1.54,1.41,0.37,0.56,0.62,0.03
g2,Herbivore,Male,0.93,24.46,33.7,1.95,1.54,1.41,0.37,0.56,0.62,0.03
m2,Herbivore,Male,0.93,24.46,33.7,1.16,1.54,1.41,0.37,0.56,0.62,0.03
h2,Herbivore,Male,0.93,24.46,33.7,1.16,1.54,1.41,0.11,0.56,0.62,0.03
l6,Herbivore,Male,0.57,49.66,33.7,1.16,1.54,1.41,0.49,0.56,0.62,0.03
m6,Herbivore,Male,0.86,49.66,46.7,1.16,1.54,1.41,0.31,0.56,0.62,0.03
g2,Herbivore,Male,0.93,24.46,12.53,1.16,1.54,1.41,0.11,0.53,1.95,0.03
j2,Herbivore,Male,1,21.69,30.68,1.85,1.54,1.41,0.11,0.53,1.95,0.03
f2,Herbivore,Male,1,21.69,30.68,1.85,1.54,1.41,0.42,0.63,1.07,0.03
j2,Herbivore,Male,1,21.69,30.68,1.93,1.54,1.41,0.42,0.63,1.07,0.03
j2,Herbivore,Male,1,21.69,40.73,1.93,1.54,1.41,0.51,0.63,0.91,0.03
l2,Herbivore,Male,0.82,21.69,24.83,1.93,2.2,1.41,0.51,0.29,0.91,0.03
l2,Herbivore,Male,0.62,39.15,23.52,1.53,1.33,2.06,0.37,0.34,1.32,0.03
j2,Herbivore,Female,0.35,21.69,24.83,1.93,2.51,1.41,0.51,0.29,0.91,0.03
g2,Herbivore,Male,0.62,21.69,19.89,1.93,2.51,1.41,0.51,0.29,0.91,0.03
h2,Herbivore,Female,0.35,21.69,6.37,1.93,2.51,1.41,0.51,0.29,0.91,0.03
l6,Herbivore,Male,0.86,49.66,46.7,1.16,1.54,1.41,0.51,0.29,1.55,0.03
k2,Herbivore,Female,0.35,21.69,6.37,1.93,2.51,1.41,0.17,0.29,0.91,0.03
h2,Herbivore,Female,0.35,21.69,24.67,1.93,2.51,2.07,0.17,0.29,1.61,0.03
m6,Herbivore,Male,0.86,49.66,37.21,1.16,1.54,1.41,0.51,0.29,1.55,0.03
g2,Herbivore,Female,0.35,21.69,24.67,1.93,2.51,2.07,0.17,0.29,1.61,0.03
n6,Herbivore,Male,0.86,49.66,37.21,1.16,2.51,2.07,0.64,0.29,1.61,0.03
f2,Herbivore,Female,0.35,21.69,19.54,1.93,2.51,1.07,0.17,0.29,1.61,0.03
i2,Herbivore,Female,0.35,21.69,19.54,1.93,2.51,1.07,0.17,0.6,1.61,0.03
g2,Herbivore,Female,0.35,21.69,19.89,1.93,2.51,2.45,0.51,0.29,0.91,0.03
l2,Herbivore,Female,0.19,21.69,19.89,2.98,2.29,2.45,0.51,0.29,0.91,0.03
l2,Herbivore,Male,0.62,21.69,19.89,1.93,2.51,2.45,0.51,0.29,0.91,0.03
j2,Herbivore,Male,0.6,21.69,47.5,2.98,2.29,2.45,0.51,0.29,0.91,0.03
l6,Herbivore,Male,0.94,21.41,19.89,1.93,2.22,2.45,0.51,0.29,1.51,0.03
h2,Herbivore,Male,0.6,21.69,47.5,2.98,2.69,2.45,0.51,0.29,1.75,0.03
j2,Herbivore,Male,0.6,21.69,47.5,2.98,2.09,2.45,0.51,0.29,1.75,0.03
m6,Herbivore,Male,0.94,21.41,47.5,2.98,2.27,2.3,0.2,0.29,1.75,0.03
k2,Herbivore,Male,0.6,71.4,47.5,2.98,2.09,2.45,0.51,0.29,1.75,0.03
j2,Herbivore,Male,0.6,71.4,32.23,2.98,2.09,0.58,0.6,0.29,1.74,0.03
h2,Herbivore,Female,0.36,64.05,32.23,2.98,2.27,2.3,0.2,0.29,1.75,0.03
l2,Herbivore,Female,0.36,64.05,32.23,2.98,2.27,2.3,0.2,0.29,0.57,0.03
g2,Herbivore,Female,0.36,64.05,32.23,2.98,2.27,2.3,0.2,0.29,1.75,0.03
l2,Herbivore,Male,0.7,83.75999,19.89,1.93,2.51,1.12,0.27,0.11,1.75,0.03
l6,Herbivore,Male,0.94,47.9,19.89,1.95,1.98,1.12,0.27,0.31,1.75,0.03
m2,Herbivore,Female,0.16,64.05,32.23,1.95,1.98,1.12,0.27,0.31,1.75,0.03
h2,Herbivore,Male,0.84,64.05,29.94,2.08,1.98,1.12,0.37,0.32,1.75,0.03
g2,Herbivore,Male,0.76,64.05,29.94,2.08,1.98,1.12,0.37,0.32,1.75,0.03
h2,Herbivore,Male,0.76,64.05,32.89,2.08,1.98,1.12,0.37,0.32,1.75,0.03
m2,Herbivore,Male,0.76,64.05,32.89,2.08,1.98,2.79,0.37,0.58,1.75,0.03
m6,Herbivore,Male,0.94,47.9,19.89,1.95,1.98,1.36,0.37,0.58,1.75,0.03
k2,Herbivore,Male,0.76,64.05,32.89,2.08,1.36,1.19,0.37,0.58,1.75,0.03
f2,Herbivore,Male,0.76,64.05,19.89,1.95,1.98,1.36,0.37,0.58,1.75,0.03
j2,Herbivore,Male,0.76,64.05,19.89,1.95,1.98,1.36,0.37,0.16,1.75,0.03
i2,Herbivore,Male,0.76,73.67,19.89,1.95,2.31,1.36,0.37,0.16,1.17,0.03
j2,Herbivore,Male,0.76,73.67,19.89,1.95,2.31,1.36,0.37,0.37,1.17,0.03
l2,Herbivore,Male,0.76,73.67,19.89,1.95,1.5,1.36,0.37,0.34,1.75,0.03
g2,Herbivore,Male,0.7,83.75999,19.89,1.93,1.98,1.36,0.37,0.24,1.75,0.03
g2,Herbivore,Female,0.19,73.67,19.89,1.7,1.5,1.36,0.55,0.34,1.58,0.03
l6,Herbivore,Male,0.94,64.68999,19.89,1.95,1.98,0.89,0.34,0.34,1.58,0.03
l2,Herbivore,Female,0.19,73.67,19.89,1.7,1.5,1.36,0.55,0.34,1.58,0.03
m2,Herbivore,Female,0.19,73.67,19.89,1.7,1.5,0.82,0.55,0.34,1.58,0.03
h2,Herbivore,Female,0.19,20.45,19.89,1.7,1.5,1.49,0.55,0.34,1.58,0.03
h2,Herbivore,Female,0.19,20.45,19.89,1.7,1.5,1.49,0.32,0.27,1.58,0.03
i2,Herbivore,Female,0.19,21.96,19.89,2.06,1.5,3,0.32,0.27,1.58,0.03
h2,Herbivore,Female,0.24,21.96,19.89,2.06,1.5,3,0.32,0.27,1.58,0.03
m6,Herbivore,Male,0.94,64.68999,29.54,2.06,1.5,2.18,0.43,0.27,1.06,0.03
l2,Herbivore,Female,0.24,21.96,45.87,2.06,1.5,3,0.32,0.66,1.58,0.03
l6,Herbivore,Female,0.18,21.96,45.87,2.06,2.27,3,0.43,0.55,1.58,0.03
h2,Herbivore,Female,0.24,21.96,45.87,2.06,1.33,2.39,0.28,0.66,1.58,0.03
g2,Herbivore,Male,0.89,21.96,45.87,2.06,1.33,2.39,0.28,0.66,1.58,0.03
g2,Herbivore,Male,0.89,21.96,45.87,2.06,1.33,2.39,0.28,0.66,1.58,0.03
j2,Herbivore,Male,0.89,21.96,45.87,2.06,1.33,2.39,0.28,0.66,1.58,0.03
j2,Herbivore,Male,0.89,21.96,27.43,2.06,1.33,2.39,0.23,0.66,1.58,0.03
l2,Herbivore,Male,0.67,73.67,19.89,2.06,1.33,2.51,0.23,0.66,1.65,0.03
i2,Herbivore,Male,0.89,21.96,27.43,1.6,1.33,2.39,0.23,0.66,1.58,0.03
j2,Herbivore,Female,0.33,21.96,27.43,1.6,1.33,2.39,0.23,0.66,1.73,0.03
i2,Herbivore,Female,0.33,21.96,27.43,1.6,2.62,2.39,0.41,0.35,1.73,0.03
n2,Herbivore,Female,0.33,29.08,27.43,1.6,2.62,2.39,0.41,0.15,1.82,0.03
m2,Herbivore,Female,0.33,29.08,27.43,2.06,2.27,3,0.43,0.55,1.58,0.03
i2,Herbivore,Female,0.33,29.08,27.43,1.89,2.27,1.65,0.43,0.55,0.62,0.03
i2,Herbivore,Female,0.33,72.65,27.43,1.89,2.27,1.65,0.43,0.55,0.62,0.03
l6,Herbivore,Female,0.18,21.96,45.87,2.06,2.27,3,0.43,0.55,1.2,0.03
h2,Herbivore,Female,0.33,72.65,14.4,2.06,2.27,3,0.35,0.55,1.2,0.03
l2,Herbivore,Female,0.33,72.65,14.4,2.06,2.27,3,0.35,0.55,1.2,0.03
g2,Herbivore,Male,0.67,73.67,16.69,2.06,1.33,2.51,0.35,0.55,1.2,0.03
h2,Herbivore,Female,0.33,72.65,14.4,2.06,2.27,2.32,0.35,0.55,1.2,0.03
m6,Herbivore,Male,0.95,49.27,16.69,2.06,1.33,1.19,0.35,0.37,1.2,0.03
m6,Herbivore,Male,0.65,49.27,16.69,2.06,1.33,1.19,0.35,0.59,1.2,0.03
i2,Herbivore,Male,0.68,72.65,14.4,2.06,2.27,2.64,0.35,0.55,1.2,0.03
n2,Herbivore,Male,0.68,72.65,16.69,2.06,1.33,1.19,0.35,0.59,1.2,0.03
j2,Herbivore,Male,0.68,93.27,16.69,2.06,1.33,1.19,0.35,0.59,1.42,0.03
h2,Herbivore,Male,0.68,93.27,16.69,2.06,1.33,2.59,0.35,0.59,1.42,0.03
n2,Herbivore,Female,0.07,93.27,16.69,2.06,1.33,0.9899999,0.35,0.59,1.42,0.03
i2,Herbivore,Female,0.07,93.27,16.69,2.06,1.33,0.9899999,0.35,0.59,1.42,0.03
g2,Herbivore,Male,0.81,73.67,35.42,1.02,1.33,2.51,0.35,0.55,0.74,0.03
m2,Herbivore,Male,0.81,73.67,35.42,1.02,1.33,2.51,0.35,0.55,0.74,0.03
o2,Herbivore,Male,0.81,92.57,35.42,1.02,2.02,2.51,0.64,0.55,0.74,0.03
j2,Herbivore,Male,0.81,58.89,20.21,1.76,2.02,2.51,0.64,0.55,1.81,0.03
g2,Herbivore,Male,0.81,86.25999,20.21,1.76,1.81,2.51,0.64,0.55,1.81,0.03
h2,Herbivore,Male,0.65,70.9,16.69,2.06,1.33,1.19,0.35,0.59,1.2,0.03
l6,Herbivore,Male,0.65,49.27,16.69,2.06,1.33,1.19,0.41,0.59,1.76,0.03
l2,Herbivore,Male,0.95,73.67,16.69,2.06,1.07,1.19,0.35,0.59,1.2,0.03
l2,Herbivore,Male,0.65,70.9,16.69,2.06,1.33,1.19,0.4,0.2,1.2,0.03
g2,Herbivore,Male,0.95,73.67,24.67,2.06,2.63,1.19,0.4,0.2,0.7,0.03
j2,Herbivore,Male,0.65,70.9,16.69,2.06,2.95,1.19,0.4,0.2,1.2,0.03
m6,Herbivore,Male,0.65,21.34,16.69,2.06,2.02,2.41,0.41,0.59,1.76,0.03
g2,Herbivore,Male,0.66,70.9,32.11,2.06,1.15,1.19,0.4,0.2,1.2,0.03
j2,Herbivore,Male,0.66,70.9,45.61,2.06,1.15,1.19,0.4,0.2,1.2,0.03
g2,Herbivore,Male,0.66,70.9,45.61,2.06,1.15,2.36,0.4,0.2,1.76,0.03
h2,Herbivore,Female,0.26,70.9,48.48,2.06,1.15,2.36,0.4,0.2,1.76,0.03
l6,Herbivore,Male,0.65,21.34,16.69,2.06,1.61,2.36,0.4,0.3,1.76,0.03
l6,Herbivore,Male,0.65,21.34,16.69,2.06,1.61,2.36,0.4,0.3,1.76,0.03
i2,Herbivore,Female,0.26,37.48,20.55,2.06,1.61,2.36,0.4,0.3,1.76,0.03
k2,Herbivore,Male,0.58,37.48,20.55,2.06,1.61,2.36,0.4,0.09999999,1.76,0.03
h2,Herbivore,Male,0.58,37.48,20.55,2.13,1.61,2.36,0.4,0.09999999,1.76,0.03
n2,Herbivore,Male,0.58,40.61,20.55,2.13,1.22,2.36,0.4,0.09999999,1.65,0.03
i2,Herbivore,Male,0.58,40.61,20.55,2.13,1.22,2.36,0.6,0.09999999,1.65,0.03
j2,Herbivore,Male,0.58,40.61,20.55,2.13,1.22,2.36,0.6,0.09999999,1.65,0.03
m6,Herbivore,Male,0.65,21.34,16.69,2.06,1.61,2.36,0.4,0.3,1.76,0.03
g2,Herbivore,Male,0.58,40.61,20.55,2.13,1.2,1.68,0.6,0.09999999,1.65,0.03
g2,Herbivore,Male,0.95,73.67,42.21,2.06,2.63,1.19,0.4,0.2,1.65,0.03
g2,Herbivore,Male,0.65,21.34,16.69,1.05,1.61,2.36,0.2,0.3,1.76,0.03
i2,Herbivore,Male,0.65,21.34,16.69,2.06,1.61,2.36,0.4,0.61,1.76,0.03
l2,Herbivore,Male,0.95,73.67,42.21,2.07,2.63,1.41,0.4,0.61,1.76,0.03
h2,Herbivore,Male,0.65,21.34,16.69,1.02,2.25,2.36,0.56,0.18,1.76,0.03
l2,Herbivore,Male,0.88,21.34,20.86,1.02,1.61,2.36,0.4,0.69,1.76,0.03
j2,Herbivore,Male,0.88,21.34,20.86,1.02,2.05,1.28,0.59,0.3,1.76,0.03
h2,Herbivore,Male,0.88,21.34,20.86,3,2.05,1.28,0.59,0.3,1.76,0.03
l6,Herbivore,Male,0.65,92.74,16.69,1.86,1.61,2.36,0.4,0.38,1.76,0.03
j2,Herbivore,Female,0.25,21.34,20.86,2.51,2.6,1.28,0.59,0.3,1.76,0.03
l6,Herbivore,Male,0.65,92.74,16.69,2.14,2.63,1.41,0.4,0.61,1.76,0.03
g2,Herbivore,Female,0.25,21.34,20.86,2.51,2.6,0.76,0.44,0.11,1.76,0.03
i2,Herbivore,Female,0.25,21.34,20.86,2.51,2.6,0.76,0.44,0.11,1.76,0.03
g2,Herbivore,Male,0.7,21.34,20.86,2.51,2.6,0.76,0.44,0.11,1.02,0.03
l2,Herbivore,Male,0.7,21.34,20.86,2.51,2.6,0.76,0.33,0.11,1.02,0.03
j2,Herbivore,Male,0.7,91.28,20.86,2.51,2.6,0.76,0.33,0.11,0.82,0.03
h2,Herbivore,Male,0.7,33.79,20.86,2.55,2.63,2.9,0.4,0.42,1.76,0.03
l2,Herbivore,Male,0.95,73.67,42.21,2.07,1.8,1.41,0.4,0.27,1.86,0.03
g2,Herbivore,Male,0.95,73.67,41.41,2.07,1.8,1.41,0.4,0.27,1.76,0.03
j2,Herbivore,Male,0.7,33.79,20.86,2.55,2.63,2.9,0.4,0.42,1.76,0.03
i2,Herbivore,Male,0.65,33.79,20.86,2.14,2.63,2.66,0.4,0.61,1.76,0.03
g2,Herbivore,Male,0.65,65.2,36.22,2.14,2.63,2.66,0.4,0.61,1.76,0.03
h2,Herbivore,Male,0.96,65.2,36.22,2.88,2.63,2.66,0.4,0.61,1.53,0.03
g2,Herbivore,Male,0.96,65.2,36.22,2.44,2.63,1.89,0.4,0.61,1.76,0.03
l6,Herbivore,Male,0.58,92.74,16.69,2.44,2.63,1.89,0.4,0.61,1.76,0.03
l2,Herbivore,Male,0.96,13.47,36.22,2.44,2.63,1.89,0.4,0.42,1.45,0.03
l2,Herbivore,Male,0.95,52.2,41.41,2.07,1.8,1.89,0.4,0.42,1.26,0.03
j2,Herbivore,Male,0.96,13.47,36.68,2.44,2.63,1.89,0.4,0.42,1.26,0.03
l6,Herbivore,Male,0.58,92.74,15.72,2.44,2.63,1.89,0.4,0.61,1.76,0.03
i2,Herbivore,Male,0.96,10.82,30.32,2.44,1.81,1.89,0.57,0.34,1.26,0.03
h2,Herbivore,Male,0.96,10.82,30.32,2.44,1.81,1.89,0.57,0.34,1.86,0.03
j2,Herbivore,Male,0.96,70.08,15.72,2.44,2.63,1.89,0.4,0.61,1.33,0.03
g2,Herbivore,Male,0.96,70.08,15.72,2.44,2.91,1.89,0.4,0.37,1.33,0.03
l2,Herbivore,Male,0.96,70.08,15.72,2.44,2.91,2.52,0.4,0.37,1.35,0.03
l2,Herbivore,Male,0.95,73.85,41.41,2,1.8,1.96,0.4,0.37,1.35,0.03
